model_name,model_type,input_size,total_params,analysis,num_transformer_layers,num_normalizations,num_skip_connections,num_convolutional_layers,num_dense_layers,final_receptive_field_size,num_strides,num_max_pools,pretrain_dataset,results-imagenet,results-sketch,results-imagenetv2-matched-frequency,results-imagenet-r,results-imagenet-a
nf_regnet_b1.ra2_in1k,CNN,256,10223984,"{'model_type': 'CNN', 'num_layers': 89, 'num_normalizations': 12, 'num_skip_connections': 0, 'num_convolutional_layers': 89, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 4, 'num_max_pools': 0, 'num_parameters': 7187784}",0,12,0,89,1,0.0,4.0,0.0,nf_regnet_b1,79.368,30.087,67.86,41.487,12.907
nf_resnet50.ra2_in1k,CNN,256,25557032,"{'model_type': 'CNN', 'num_layers': 48, 'num_normalizations': 0, 'num_skip_connections': 12, 'num_convolutional_layers': 47, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 1, 'num_parameters': 24709760}",0,0,12,47,1,0.0,0.0,1.0,nf_resnet50,80.656,31.49,69.34,43.36,11.693
nfnet_l0.ra2_in1k,CNN,224,35074488,"{'model_type': 'CNN', 'num_layers': 102, 'num_normalizations': 0, 'num_skip_connections': 0, 'num_convolutional_layers': 78, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 34921504}",0,0,0,78,1,0.0,0.0,0.0,nfnet_l0,82.756,35.228,72.52,46.153,26.08
pit_b_224.in1k,CvT,224,73518568,"{'model_type': 'CvT', 'num_layers': 30, 'num_normalizations': 22, 'num_skip_connections': 0, 'num_convolutional_layers': 3, 'num_transformer_layers': 3, 'num_dense_layers': 13, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 63864272}",3,22,0,3,13,0.0,0.0,0.0,pit_b_224,82.46,32.703,71.65,44.083,32.773
pit_b_distilled_224.in1k,CvT,224,74543568,"{'model_type': 'CvT', 'num_layers': 25, 'num_normalizations': 20, 'num_skip_connections': 0, 'num_convolutional_layers': 3, 'num_transformer_layers': 3, 'num_dense_layers': 16, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 70323712}",3,20,0,3,16,1.0,0.0,0.0,pit_b_distilled_224,83.774,37.208,73.84,50.253,36.64
pit_s_224.in1k,CvT,224,23356792,"{'model_type': 'CvT', 'num_layers': 3, 'num_normalizations': 32, 'num_skip_connections': 0, 'num_convolutional_layers': 3, 'num_transformer_layers': 3, 'num_dense_layers': 7, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 20197688}",3,32,0,3,7,-1.0,0.0,0.0,pit_s_224,81.126,31.325,69.81,43.893,21.08
pit_s_distilled_224.in1k,Transformer,224,23933792,"{'model_type': 'Transformer', 'num_layers': 3, 'num_normalizations': 27, 'num_skip_connections': 0, 'num_convolutional_layers': 3, 'num_transformer_layers': 3, 'num_dense_layers': 14, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 22754360}",3,27,0,3,14,1.0,0.0,0.0,pit_s_distilled_224,81.842,34.174,71.16,47.557,22.973
pit_ti_224.in1k,Vision Transformer (ViT),224,4800552,"{'model_type': 'Vision Transformer (ViT)', 'num_layers': 31, 'num_normalizations': 31, 'num_skip_connections': 0, 'num_convolutional_layers': 3, 'num_transformer_layers': 3, 'num_dense_layers': 14, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 32898080}",3,31,0,3,14,1.0,0.0,0.0,pit_ti_224,72.924,21.857,60.97,34.627,6.093
pit_ti_distilled_224.in1k,Vision Transformer (ViT),224,5057552,"{'model_type': 'Vision Transformer (ViT)', 'num_layers': 151, 'num_normalizations': 36, 'num_skip_connections': 0, 'num_convolutional_layers': 3, 'num_transformer_layers': 3, 'num_dense_layers': 14, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 4160528}",3,36,0,3,14,-1.0,0.0,0.0,pit_ti_distilled_224,74.278,24.722,63.09,37.76,6.933
pit_xs_224.in1k,CvT,224,10548808,"{'model_type': 'CvT', 'num_layers': 28, 'num_normalizations': 21, 'num_skip_connections': 0, 'num_convolutional_layers': 3, 'num_transformer_layers': 3, 'num_dense_layers': 22, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 87017400}",3,21,0,3,22,0.0,0.0,0.0,pit_xs_224,78.212,27.489,66.93,40.523,12.707
pit_xs_distilled_224.in1k,Vision Transformer (ViT),224,10933808,"{'model_type': 'Vision Transformer (ViT)', 'num_layers': 28, 'num_normalizations': 39, 'num_skip_connections': 0, 'num_convolutional_layers': 3, 'num_transformer_layers': 3, 'num_dense_layers': 20, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 11082416}",3,39,0,3,20,1.0,0.0,0.0,pit_xs_distilled_224,79.168,30.559,68.13,43.757,13.507
pnasnet5large.tf_in1k,NASNet,331,86057476,"{'model_type': 'NASNet', 'num_layers': 339, 'num_normalizations': 158, 'num_skip_connections': 0, 'num_convolutional_layers': 203, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 283, 'num_strides': 0, 'num_max_pools': 24, 'num_parameters': 70943908}",0,158,0,203,1,283.0,0.0,24.0,pnasnet5large,82.828,32.899,72.56,43.99,23.107
poolformer_m36.sail_in1k,ConvNeXt,224,56172520,"{'model_type': 'ConvNeXt', 'num_layers': 98, 'num_normalizations': 54, 'num_skip_connections': 0, 'num_convolutional_layers': 42, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 64, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 49320400}",0,54,0,42,1,64.0,0.0,0.0,poolformer_m36,82.104,31.463,70.86,43.933,22.267
poolformer_s12.sail_in1k,ConvNeXt-like,224,11915176,"{'model_type': 'ConvNeXt-like', 'num_layers': 22, 'num_normalizations': 21, 'num_skip_connections': 0, 'num_convolutional_layers': 20, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 5, 'num_parameters': 11055360}",0,21,0,20,1,0.0,0.0,5.0,poolformer_s12,77.244,25.664,65.55,38.18,6.56
poolformer_s24.sail_in1k,ConvNeXt,224,21388968,"{'model_type': 'ConvNeXt', 'num_layers': 4, 'num_normalizations': 30, 'num_skip_connections': 0, 'num_convolutional_layers': 31, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 14360520}",0,30,0,31,1,0.0,0.0,0.0,poolformer_s24,80.3,29.209,68.77,41.76,14.107
poolformer_s36.sail_in1k,ConvNeXt,224,30862760,"{'model_type': 'ConvNeXt', 'num_layers': 99, 'num_normalizations': 42, 'num_skip_connections': 0, 'num_convolutional_layers': 43, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 21264432}",0,42,0,43,1,0.0,0.0,0.0,poolformer_s36,81.432,30.706,70.05,42.383,18.293
poolformerv2_m36.sail_in1k,ConvMLP,224,56077096,"{'model_type': 'ConvMLP', 'num_layers': 46, 'num_normalizations': 74, 'num_skip_connections': 0, 'num_convolutional_layers': 43, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 55655712}",0,74,0,43,1,1.0,0.0,0.0,poolformerv2_m36,82.214,33.019,70.75,46.05,20.667
poolformerv2_m48.sail_in1k,CNN-like,224,73345960,"{'model_type': 'CNN-like', 'num_layers': 210, 'num_normalizations': 72, 'num_skip_connections': 0, 'num_convolutional_layers': 70, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 61894712}",0,72,0,70,1,1.0,0.0,0.0,poolformerv2_m48,82.612,34.502,71.44,47.297,22.52
poolformerv2_s12.sail_in1k,CNN-like,224,11891688,"{'model_type': 'CNN-like', 'num_layers': 63, 'num_normalizations': 23, 'num_skip_connections': 0, 'num_convolutional_layers': 24, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 0, 'num_parameters': 12629480}",0,23,0,24,1,,,0.0,poolformerv2_s12,78.008,28.543,65.97,40.15,7.893
poolformerv2_s24.sail_in1k,ConvNeXt,224,21341416,"{'model_type': 'ConvNeXt', 'num_layers': 4, 'num_normalizations': 34, 'num_skip_connections': 0, 'num_convolutional_layers': 32, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 15718864}",0,34,0,32,1,0.0,0.0,0.0,poolformerv2_s24,80.752,32.276,69.11,43.213,14.64
poolformerv2_s36.sail_in1k,ConvNeXt,224,30791144,"{'model_type': 'ConvNeXt', 'num_layers': 4, 'num_normalizations': 64, 'num_skip_connections': 0, 'num_convolutional_layers': 76, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 20867768}",0,64,0,76,1,0.0,0.0,0.0,poolformerv2_s36,81.576,33.836,70.39,46.03,16.68
pvt_v2_b0.in1k,Swin Transformer,224,3666760,"{'model_type': 'Swin Transformer', 'num_layers': 29, 'num_normalizations': 21, 'num_skip_connections': 8, 'num_convolutional_layers': 15, 'num_transformer_layers': 0, 'num_dense_layers': 9, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 3055584}",0,21,8,15,9,-1.0,0.0,0.0,pvt_v2_b0,70.656,21.84,58.69,34.41,4.347
pvt_v2_b1.in1k,Vision Transformer (ViT) or related hybrid architecture,224,14009000,"{'model_type': 'Vision Transformer (ViT) or related hybrid architecture', 'num_layers': 33, 'num_normalizations': 20, 'num_skip_connections': 8, 'num_convolutional_layers': 12, 'num_transformer_layers': 8, 'num_dense_layers': 9, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 12518592}",8,20,8,12,9,-1.0,-1.0,0.0,pvt_v2_b1,78.702,29.26,66.91,41.963,14.027
pvt_v2_b2.in1k,Swin Transformer,224,25362856,"{'model_type': 'Swin Transformer', 'num_layers': 48, 'num_normalizations': 31, 'num_skip_connections': 0, 'num_convolutional_layers': 22, 'num_transformer_layers': 12, 'num_dense_layers': 25, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 267913544}",12,31,0,22,25,-1.0,-1.0,0.0,pvt_v2_b2,82.094,33.046,71.35,45.393,27.307
pvt_v2_b2_li.in1k,Swin Transformer,224,22553512,"{'model_type': 'Swin Transformer', 'num_layers': 24, 'num_normalizations': 24, 'num_skip_connections': 0, 'num_convolutional_layers': 13, 'num_transformer_layers': 12, 'num_dense_layers': 13, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 169467744}",12,24,0,13,13,-1.0,-1.0,0.0,pvt_v2_b2_li,82.202,34.328,71.73,46.803,28.267
pvt_v2_b3.in1k,ConvNeXt,224,45238696,"{'model_type': 'ConvNeXt', 'num_layers': 106, 'num_normalizations': 52, 'num_skip_connections': 0, 'num_convolutional_layers': 27, 'num_transformer_layers': 0, 'num_dense_layers': 17, 'final_receptive_field_size': 1, 'num_strides': 4, 'num_max_pools': 0, 'num_parameters': 32755775}",0,52,0,27,17,1.0,4.0,0.0,pvt_v2_b3,83.118,37.134,73.08,49.547,33.587
pvt_v2_b4.in1k,ConvNeXt,224,62556072,"{'model_type': 'ConvNeXt', 'num_layers': 115, 'num_normalizations': 63, 'num_skip_connections': 0, 'num_convolutional_layers': 40, 'num_transformer_layers': 0, 'num_dense_layers': 25, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 200000000}",0,63,0,40,25,0.0,0.0,0.0,pvt_v2_b4,83.712,37.953,73.53,50.05,36.747
pvt_v2_b5.in1k,Swin Transformer,224,81956008,"{'model_type': 'Swin Transformer', 'num_layers': 4, 'num_normalizations': 64, 'num_skip_connections': 0, 'num_convolutional_layers': 182, 'num_transformer_layers': 0, 'num_dense_layers': 61, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 52428800}",0,64,0,182,61,0.0,0.0,0.0,pvt_v2_b5,83.768,37.544,73.2,50.18,36.28
rdnet_base.nv_in1k,CNN,224,87444880,"{'model_type': 'CNN', 'num_layers': 101, 'num_normalizations': 36, 'num_skip_connections': 0, 'num_convolutional_layers': 93, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 39733328}",0,36,0,93,1,-1.0,0.0,0.0,rdnet_base,84.368,40.121,74.33,52.657,38.013
rdnet_large.nv_in1k,CNN,224,186260368,"{'model_type': 'CNN', 'num_layers': 204, 'num_normalizations': 33, 'num_skip_connections': 0, 'num_convolutional_layers': 112, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 76235720}",0,33,0,112,1,1.0,0.0,0.0,rdnet_large,84.794,44.522,75.1,56.413,42.787
rdnet_large.nv_in1k_ft_in1k_384,CNN,384,186260368,"{'model_type': 'CNN', 'num_layers': 143, 'num_normalizations': 41, 'num_skip_connections': 0, 'num_convolutional_layers': 101, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 74753640}",0,41,0,101,1,1.0,0.0,0.0,rdnet_large,85.848,45.342,76.52,57.85,56.72
rdnet_small.nv_in1k,CNN-like (Dense Convolutional Network),224,50431744,"{'model_type': 'CNN-like (Dense Convolutional Network)', 'num_layers': 101, 'num_normalizations': 44, 'num_skip_connections': 0, 'num_convolutional_layers': 94, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 0, 'num_parameters': 31912056}",0,44,0,94,1,,,0.0,rdnet_small,83.668,39.83,73.8,52.747,33.547
rdnet_tiny.nv_in1k,CNN,224,23860296,"{'model_type': 'CNN', 'num_layers': 96, 'num_normalizations': 24, 'num_skip_connections': 0, 'num_convolutional_layers': 70, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 12350168}",0,24,0,70,1,1.0,0.0,0.0,rdnet_tiny,82.82,37.193,72.39,49.3,27.76
regnetv_040.ra3_in1k,CNN,224,20584384,"{'model_type': 'CNN', 'num_layers': 64, 'num_normalizations': 44, 'num_skip_connections': 4, 'num_convolutional_layers': 64, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 13391008}",0,44,4,64,1,,0.0,0.0,regnetv_040,83.2,33.369,72.71,44.947,31.027
regnetv_064.ra3_in1k,CNN,224,30500820,"{'model_type': 'CNN', 'num_layers': 437, 'num_normalizations': 48, 'num_skip_connections': 0, 'num_convolutional_layers': 104, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 24519800}",0,48,0,104,1,0.0,0.0,0.0,regnetv_064,83.748,34.502,73.28,47.797,33.787
regnetx_002.pycls_in1k,CNN,224,2663944,"{'model_type': 'CNN', 'num_layers': 68, 'num_normalizations': 0, 'num_skip_connections': 0, 'num_convolutional_layers': 40, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 2000000}",0,0,0,40,1,1.0,0.0,0.0,regnetx_002,68.76,16.972,55.81,28.867,1.293
regnetx_004.pycls_in1k,CNN,224,5120840,"{'model_type': 'CNN', 'num_layers': 97, 'num_normalizations': 0, 'num_skip_connections': 4, 'num_convolutional_layers': 52, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 4, 'num_max_pools': 0, 'num_parameters': 3435448}",0,0,4,52,1,1.0,4.0,0.0,regnetx_004,72.432,20.906,59.26,32.603,1.973
regnetx_004_tv.tv2_in1k,CNN,224,5458120,"{'model_type': 'CNN', 'num_layers': 131, 'num_normalizations': 0, 'num_skip_connections': 4, 'num_convolutional_layers': 56, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 3044208}",0,0,4,56,1,0.0,0.0,0.0,regnetx_004_tv,74.584,22.242,61.81,33.837,4.92
regnetx_006.pycls_in1k,CNN,224,6162760,"{'model_type': 'CNN', 'num_layers': 105, 'num_normalizations': 0, 'num_skip_connections': 7, 'num_convolutional_layers': 43, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 4260384}",0,0,7,43,1,1.0,0.0,0.0,regnetx_006,73.884,21.745,61.24,33.277,2.467
regnetx_008.pycls_in1k,CNN,224,7222344,"{'model_type': 'CNN', 'num_layers': 170, 'num_normalizations': 0, 'num_skip_connections': 4, 'num_convolutional_layers': 61, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 6400000}",0,0,4,61,1,,0.0,0.0,regnetx_008,75.062,21.981,62.49,33.75,2.733
regnetx_008.tv2_in1k,CNN,224,7222344,"{'model_type': 'CNN', 'num_layers': 98, 'num_normalizations': 0, 'num_skip_connections': 7, 'num_convolutional_layers': 47, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 6590912}",0,0,7,47,1,1.0,0.0,0.0,regnetx_008,77.288,23.771,65.7,35.557,7.227
regnetx_016.pycls_in1k,CNN,224,9146632,"{'model_type': 'CNN', 'num_layers': 110, 'num_normalizations': 0, 'num_skip_connections': 16, 'num_convolutional_layers': 79, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 9767328}",0,0,16,79,1,0.0,0.0,0.0,regnetx_016,76.924,24.563,64.25,36.863,3.533
regnetx_016.tv2_in1k,CNN,224,9146632,"{'model_type': 'CNN', 'num_layers': 87, 'num_normalizations': 0, 'num_skip_connections': 1, 'num_convolutional_layers': 72, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 8640480}",0,0,1,72,1,0.0,0.0,0.0,regnetx_016,79.452,25.888,67.89,38.63,12.72
regnetx_032.pycls_in1k,CNN,224,15233992,"{'model_type': 'CNN', 'num_layers': 104, 'num_normalizations': 0, 'num_skip_connections': 0, 'num_convolutional_layers': 50, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 8483208}",0,0,0,50,1,-1.0,0.0,0.0,regnetx_032,78.166,26.705,67.23,38.757,4.88
regnetx_032.tv2_in1k,CNN,224,15233992,"{'model_type': 'CNN', 'num_layers': 78, 'num_normalizations': 0, 'num_skip_connections': 4, 'num_convolutional_layers': 67, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 4, 'num_max_pools': 1, 'num_parameters': 11599176}",0,0,4,67,1,1.0,4.0,1.0,regnetx_032,80.926,28.975,69.44,40.803,17.0
regnetx_040.pycls_in1k,CNN,224,22042184,"{'model_type': 'CNN', 'num_layers': 142, 'num_normalizations': 0, 'num_skip_connections': 0, 'num_convolutional_layers': 62, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 0, 'num_parameters': 13132264}",0,0,0,62,1,,,0.0,regnetx_040,78.494,26.263,66.66,38.81,5.787
regnetx_064.pycls_in1k,CNN,224,26135048,"{'model_type': 'CNN', 'num_layers': 114, 'num_normalizations': 0, 'num_skip_connections': 4, 'num_convolutional_layers': 50, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 4, 'num_max_pools': 0, 'num_parameters': 24261872}",0,0,4,50,1,0.0,4.0,0.0,regnetx_064,79.06,26.792,67.67,38.5,7.387
regnetx_080.pycls_in1k,CNN,224,39482184,"{'model_type': 'CNN', 'num_layers': 95, 'num_normalizations': 0, 'num_skip_connections': 2, 'num_convolutional_layers': 60, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 23771864}",0,0,2,60,1,0.0,0.0,0.0,regnetx_080,79.216,27.385,67.95,39.987,6.4
regnetx_080.tv2_in1k,CNN,224,39482184,"{'model_type': 'CNN', 'num_layers': 84, 'num_normalizations': 0, 'num_skip_connections': 4, 'num_convolutional_layers': 62, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 256, 'num_strides': 4, 'num_max_pools': 0, 'num_parameters': 27942204}",0,0,4,62,1,256.0,4.0,0.0,regnetx_080,81.56,30.557,70.76,43.133,18.413
regnetx_120.pycls_in1k,CNN,224,46009672,"{'model_type': 'CNN', 'num_layers': 60, 'num_normalizations': 0, 'num_skip_connections': 4, 'num_convolutional_layers': 59, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 41412328}",0,0,4,59,1,-1.0,0.0,0.0,regnetx_120,79.608,26.87,68.23,39.737,9.093
